company,description,job_url,text,title,llm_response
Cross Hurdle Systems,"1 Java Spring developer with 4\\-5 years work experience

Job Type: Full\\-time

Pay: ₹424,184\\.41 \\- ₹540,000\\.00 per year

Benefits:

* Work from home

Location Type:

* Remote

Schedule:

* Day shift

Education:

* Bachelor's (Preferred)

Experience:

* total work: 1 year (Preferred)
* Java: 4 years (Preferred)
* JSP: 4 years (Preferred)

License/Certification:

* Java (Preferred)

Work Location: Remote

**Speak with the employer**  
\\+91 9894975195",https://in.indeed.com/viewjob?jk=4c6aa3f27f5e474a,"Java Spring Boot Developer: 1 Java Spring developer with 4\\-5 years work experience

Job Type: Full\\-time

Pay: ₹424,184\\.41 \\- ₹540,000\\.00 per year

Benefits:

* Work from home

Location Type:

* Remote

Schedule:

* Day shift

Education:

* Bachelor's (Preferred)

Experience:

* total work: 1 year (Preferred)
* Java: 4 years (Preferred)
* JSP: 4 years (Preferred)

License/Certification:

* Java (Preferred)

Work Location: Remote

**Speak with the employer**  
\\+91 9894975195 Cross Hurdle Systems",Java Spring Boot Developer,
LSEG (London Stock Exchange Group),"SOFTWARE TECHNOLOGIST (JAVA) – OPERATIONAL RISK, index technology
LSEG (London Stock Exchange Group) is more than a diversified global financial markets infrastructure and data business. We are dedicated, open\\-access partners with a commitment to excellence in delivering the services our customers expect from us. With extensive experience, deep knowledge and worldwide presence across financial markets, we enable businesses and economies around the world to fund innovation, manage risk and create jobs. It’s how we’ve contributed to supporting the financial stability and growth of communities and economies globally for more than 300 years. Through a comprehensive suite of trusted financial market infrastructure services – and our open\\-access model – we provide the flexibility, stability and trust that enable our customers to pursue their ambitions with confidence and clarity.
LSEG is headquartered in the United Kingdom, with significant operations in 70 countries across EMEA, North America, Latin America and Asia Pacific. We employ 25,000 people globally, more than half located in Asia Pacific. LSEG’s ticker symbol is LSEG.
Key Functions and Responsibilities
As an Engineering/Technical Lead in Benchmarking and Indices Division in Data \\& Analytics, the individual will be responsible for developing and supporting delivery of varied initiatives that address key Equities Index Operational Risk concerns. The candidate will be required to provide technical expertise, ownership, and responsibilities in end\\-to\\-end IT project delivery.
Role Responsibilities* Perform the role of Senior most developer in the team with ability to provide innovative solutions to challenging business problems
* Have a solid grasp on project and delivery timelines and plan the development releases accordingly
* Design, Code, Debug, Test and Perform Code Reviews
* Works closely with Index Business, Architecture, and other peers of the technology \\& business organizations
* Implements new / improved software development processes and best practices, as required by group or departmental Heads
* Manages the performance and development of a team of developers
* Ensures the developer community has the technical skills required to deliver against long\\-term plans.


Miniumum Requirements* 10\\-15\\+ years hands\\-on experience in technology development with a strong expertise in technical engineering of varied data driven projects
* This is a hands\\-on role
* Degree in Computer Science, Software Engineering or Electronics / Electrical Engineering, or equivalent
* Thorough knowledge of developing applications on Java, Python and Angular
* Solid experience of Rule engines ex Drools, Easy Rules is greatly advantageous
* Expert experience of micro services development through Spring Boot
* Strong understanding of Relational Databases – Postgres Aurora / RDS, SQL Server
* Good experience of working on cloud technologies and services on AWS
* Strong verbal and written communication skills
* Significant experience in software development methodologies and Agile based delivery


Type of Person* Articulate, energetic person able to work alone or as part of a team
* Excellent attention to detail but an ability to think laterally to solve business problems
* Ability to learn quickly
* Ability to work under pressure and to tight deadlines
* Creative, results driven, self\\-motivated, and solutions oriented
* Demonstrates a can\\-do attitude, exhibits self\\-confidence
* Excellent organizational and time management skills
* Good interpersonal and communication skills
* Experience of managing or influencing key decision makers
* Able to establish credibility quickly


LSEG is a leading global financial markets infrastructure and data provider. Our purpose is driving financial stability, empowering economies and enabling customers to create sustainable growth.
Our purpose is the foundation on which our culture is built. Our values of Integrity, Partnership, Excellence and Change underpin our purpose and set the standard for everything we do, every day. They go to the heart of who we are and guide our decision making and everyday actions.
Working with us means that you will be part of a dynamic organisation of 25,000 people across 65 countries. However, we will value your individuality and enable you to bring your true self to work so you can help enrich our diverse workforce. You will be part of a collaborative and creative culture where we encourage new ideas and are committed to sustainability across our global business. You will experience the critical role we have in helping to re\\-engineer the financial ecosystem to support and drive sustainable economic growth. Together, we are aiming to achieve this growth by accelerating the just transition to net zero, enabling growth of the green economy and creating inclusive economic opportunity.
LSEG offers a range of tailored benefits and support, including healthcare, retirement planning, paid volunteering days and wellbeing initiatives.
We are proud to be an equal opportunities employer. This means that we do not discriminate on the basis of anyone’s race, religion, colour, national origin, gender, sexual orientation, gender identity, gender expression, age, marital status, veteran status, pregnancy or disability, or any other basis protected under applicable law. Conforming with applicable law, we can reasonably accommodate applicants' and employees' religious practices and beliefs, as well as mental health or physical disability needs.
Please take a moment to read this privacy notice carefully, as it describes what personal information London Stock Exchange Group (LSEG) (we) may hold about you, what it’s used for, and how it’s obtained, your rights and how to contact us as a data subject.
If you are submitting as a Recruitment Agency Partner, it is essential and your responsibility to ensure that candidates applying to LSEG are aware of this privacy notice.",https://in.indeed.com/viewjob?jk=aa91233cdef226b6,"Software Technologist(Java): SOFTWARE TECHNOLOGIST (JAVA) – OPERATIONAL RISK, index technology
LSEG (London Stock Exchange Group) is more than a diversified global financial markets infrastructure and data business. We are dedicated, open\\-access partners with a commitment to excellence in delivering the services our customers expect from us. With extensive experience, deep knowledge and worldwide presence across financial markets, we enable businesses and economies around the world to fund innovation, manage risk and create jobs. It’s how we’ve contributed to supporting the financial stability and growth of communities and economies globally for more than 300 years. Through a comprehensive suite of trusted financial market infrastructure services – and our open\\-access model – we provide the flexibility, stability and trust that enable our customers to pursue their ambitions with confidence and clarity.
LSEG is headquartered in the United Kingdom, with significant operations in 70 countries across EMEA, North America, Latin America and Asia Pacific. We employ 25,000 people globally, more than half located in Asia Pacific. LSEG’s ticker symbol is LSEG.
Key Functions and Responsibilities
As an Engineering/Technical Lead in Benchmarking and Indices Division in Data \\& Analytics, the individual will be responsible for developing and supporting delivery of varied initiatives that address key Equities Index Operational Risk concerns. The candidate will be required to provide technical expertise, ownership, and responsibilities in end\\-to\\-end IT project delivery.
Role Responsibilities* Perform the role of Senior most developer in the team with ability to provide innovative solutions to challenging business problems
* Have a solid grasp on project and delivery timelines and plan the development releases accordingly
* Design, Code, Debug, Test and Perform Code Reviews
* Works closely with Index Business, Architecture, and other peers of the technology \\& business organizations
* Implements new / improved software development processes and best practices, as required by group or departmental Heads
* Manages the performance and development of a team of developers
* Ensures the developer community has the technical skills required to deliver against long\\-term plans.


Miniumum Requirements* 10\\-15\\+ years hands\\-on experience in technology development with a strong expertise in technical engineering of varied data driven projects
* This is a hands\\-on role
* Degree in Computer Science, Software Engineering or Electronics / Electrical Engineering, or equivalent
* Thorough knowledge of developing applications on Java, Python and Angular
* Solid experience of Rule engines ex Drools, Easy Rules is greatly advantageous
* Expert experience of micro services development through Spring Boot
* Strong understanding of Relational Databases – Postgres Aurora / RDS, SQL Server
* Good experience of working on cloud technologies and services on AWS
* Strong verbal and written communication skills
* Significant experience in software development methodologies and Agile based delivery


Type of Person* Articulate, energetic person able to work alone or as part of a team
* Excellent attention to detail but an ability to think laterally to solve business problems
* Ability to learn quickly
* Ability to work under pressure and to tight deadlines
* Creative, results driven, self\\-motivated, and solutions oriented
* Demonstrates a can\\-do attitude, exhibits self\\-confidence
* Excellent organizational and time management skills
* Good interpersonal and communication skills
* Experience of managing or influencing key decision makers
* Able to establish credibility quickly


LSEG is a leading global financial markets infrastructure and data provider. Our purpose is driving financial stability, empowering economies and enabling customers to create sustainable growth.
Our purpose is the foundation on which our culture is built. Our values of Integrity, Partnership, Excellence and Change underpin our purpose and set the standard for everything we do, every day. They go to the heart of who we are and guide our decision making and everyday actions.
Working with us means that you will be part of a dynamic organisation of 25,000 people across 65 countries. However, we will value your individuality and enable you to bring your true self to work so you can help enrich our diverse workforce. You will be part of a collaborative and creative culture where we encourage new ideas and are committed to sustainability across our global business. You will experience the critical role we have in helping to re\\-engineer the financial ecosystem to support and drive sustainable economic growth. Together, we are aiming to achieve this growth by accelerating the just transition to net zero, enabling growth of the green economy and creating inclusive economic opportunity.
LSEG offers a range of tailored benefits and support, including healthcare, retirement planning, paid volunteering days and wellbeing initiatives.
We are proud to be an equal opportunities employer. This means that we do not discriminate on the basis of anyone’s race, religion, colour, national origin, gender, sexual orientation, gender identity, gender expression, age, marital status, veteran status, pregnancy or disability, or any other basis protected under applicable law. Conforming with applicable law, we can reasonably accommodate applicants' and employees' religious practices and beliefs, as well as mental health or physical disability needs.
Please take a moment to read this privacy notice carefully, as it describes what personal information London Stock Exchange Group (LSEG) (we) may hold about you, what it’s used for, and how it’s obtained, your rights and how to contact us as a data subject.
If you are submitting as a Recruitment Agency Partner, it is essential and your responsibility to ensure that candidates applying to LSEG are aware of this privacy notice. LSEG (London Stock Exchange Group)",Software Technologist(Java),
Welkin Soft Tech Pvt. Ltd,"Greetings from Welkin Soft Tech Pvt Ltd..!!

We have openings for **Flutter Developer, 3\\-4** years of experience. If interested pls share your updated resume to sandhya@welkinsofttech.com / hr@welkinsofttech.com along with your CTC and Notice Period details.

**Flutter Developer**

**Experience: 3 to 4 years**

**Location: Bangalore**

**Availability: Immediate Joiners**

* Front end app development sing flutter.
* App will done for android and iOS. Its ML based app.
* 3\\-4 yrs. exp.
* Animations, left right swipe gestures, multiple screen transitions are required.

Regards,

Sandhya V

Job Type: Full\\-time

Pay: ₹100,000\\.00 \\- ₹1,000,000\\.00 per year

Education:

* Bachelor's (Preferred)

Experience:

* total work: 1 year (Preferred)
* software development: 1 year (Preferred)
* HTML5: 1 year (Preferred)

Work Location: In person",https://in.indeed.com/viewjob?jk=9adcb45bf0285a0b,"Flutter Developer: Greetings from Welkin Soft Tech Pvt Ltd..!!

We have openings for **Flutter Developer, 3\\-4** years of experience. If interested pls share your updated resume to sandhya@welkinsofttech.com / hr@welkinsofttech.com along with your CTC and Notice Period details.

**Flutter Developer**

**Experience: 3 to 4 years**

**Location: Bangalore**

**Availability: Immediate Joiners**

* Front end app development sing flutter.
* App will done for android and iOS. Its ML based app.
* 3\\-4 yrs. exp.
* Animations, left right swipe gestures, multiple screen transitions are required.

Regards,

Sandhya V

Job Type: Full\\-time

Pay: ₹100,000\\.00 \\- ₹1,000,000\\.00 per year

Education:

* Bachelor's (Preferred)

Experience:

* total work: 1 year (Preferred)
* software development: 1 year (Preferred)
* HTML5: 1 year (Preferred)

Work Location: In person Welkin Soft Tech Pvt. Ltd",Flutter Developer,
Postman,"Postman is the world’s leading API platform, used by more than 35 million developers and 500,000 organizations, including 98% of the Fortune 500\\. Postman is helping developers and professionals across the globe build the API\\-first world by simplifying each step of the API lifecycle and streamlining collaboration—enabling users to create better APIs, faster.



The company is headquartered in San Francisco and has an office in Bangalore, where it was founded. Postman is privately held, with funding from Battery Ventures, BOND, Coatue, CRV, Insight Partners, and Nexus Venture Partners. Learn more at postman.com or connect with Postman on Twitter via @getpostman.



P.S: We highly recommend reading The ""API\\-First World"" graphic novel to understand the bigger picture and our vision at Postman.


### **The Opportunity:**



This role is a part of Postman's Test Infrastructure team. At Postman, we subscribe to the principle that *""Quality is everyone’s responsibility*”. Every team member involved in product development also takes part in ensuring its quality. The Test Infrastructure team thus focuses on developing and maintaining the necessary tools, frameworks and infrastructure, optimized CI/CD processes, and best practices to augment the developer experience \\& increase productivity.



We're seeking a Software Engineer who will contribute to Postman’s test infrastructure scale and meet the next level of growth challenges.


### **What You’ll Do**


* You’ll bring an engineer’s perspective to develop the test infrastructure here from an inside\\-out perspective. You’re a developer who deeply understands and values testing too.
* Work with a small group of engineers to design and manage processes and systems that will improve Postman's reliability.
* Conceptualize, build, and experiment with internal tooling and frameworks that immediately impact product quality and simplify developers' lives.
* Contribute to performance measurement capabilities within test frameworks.
* Drive innovation and continuous improvement by actively seeking new ideas, technologies, best practices, and methodologies to enhance our platform and processes.

### **About you**


* + Have prior experience (3\\+ years) working on large\\-scale JavaScript/Typescript applications
	+ Have strong fundamentals in test infrastructure and software design
	+ Experience working with a scalable test automation framework and continuous integration pipelines.
	+ Experience in conceptualizing and building test observability dashboards
	+ Energetic and enthusiastic with a bias for action and a track record of success in leading and delivering complex initiatives
	+ Hands\\-on experience with public Cloud infrastructure services (AWS, Azure, GCP)
	+ Excellent written and verbal communication skills  

  

**Nice to Have:**
* + Experienced in using modern JavaScript tooling, including yarn, NX, Webpack, Babel, ESLint, UI Test Automation frameworks, Chrome DevTools
	+ Experience with performance testing methodologies
	+ Experience building and maintaining reusable libraries for open\\-source or internal developers
	+ Bonus: Experienced with ephemeral test environments and containerization  

  

**Our Values**  

  

At Postman, we create with the same curiosity that we see in our users. We value transparency \\& honest communication about not only successes, but also failures. In our work, we focus on specific goals that add up to a larger vision. Our inclusive work culture ensures that everyone is valued equally as important pieces of our final product. We are dedicated to delivering the best products we can.


**What Else?**

We offer competitive salaries and benefits, and a flexible schedule working with a fun, collaborative team. Enjoy full medical coverage, unlimited PTO, and a monthly lunch stipend. Yes, seriously. We want you to eat well wherever you’re at.) Plus, our wellness program will help you stay healthy from your location with fitness\\-related reimbursements. Our frequent and fascinating virtual team\\-building events will keep you connected, while our donation\\-matching program can support the causes you care about. We’re building a long\\-term company with an inclusive culture where everyone can be the best version of themselves, and we want you to be part of it.


**This position requires you to be present in our Bangalore office on Mondays, Wednesdays \\& Fridays**",https://in.indeed.com/viewjob?jk=93f9759767e8cd8b,"Software Engineer - Test Infrastructure: Postman is the world’s leading API platform, used by more than 35 million developers and 500,000 organizations, including 98% of the Fortune 500\\. Postman is helping developers and professionals across the globe build the API\\-first world by simplifying each step of the API lifecycle and streamlining collaboration—enabling users to create better APIs, faster.



The company is headquartered in San Francisco and has an office in Bangalore, where it was founded. Postman is privately held, with funding from Battery Ventures, BOND, Coatue, CRV, Insight Partners, and Nexus Venture Partners. Learn more at postman.com or connect with Postman on Twitter via @getpostman.



P.S: We highly recommend reading The ""API\\-First World"" graphic novel to understand the bigger picture and our vision at Postman.


### **The Opportunity:**



This role is a part of Postman's Test Infrastructure team. At Postman, we subscribe to the principle that *""Quality is everyone’s responsibility*”. Every team member involved in product development also takes part in ensuring its quality. The Test Infrastructure team thus focuses on developing and maintaining the necessary tools, frameworks and infrastructure, optimized CI/CD processes, and best practices to augment the developer experience \\& increase productivity.



We're seeking a Software Engineer who will contribute to Postman’s test infrastructure scale and meet the next level of growth challenges.


### **What You’ll Do**


* You’ll bring an engineer’s perspective to develop the test infrastructure here from an inside\\-out perspective. You’re a developer who deeply understands and values testing too.
* Work with a small group of engineers to design and manage processes and systems that will improve Postman's reliability.
* Conceptualize, build, and experiment with internal tooling and frameworks that immediately impact product quality and simplify developers' lives.
* Contribute to performance measurement capabilities within test frameworks.
* Drive innovation and continuous improvement by actively seeking new ideas, technologies, best practices, and methodologies to enhance our platform and processes.

### **About you**


* + Have prior experience (3\\+ years) working on large\\-scale JavaScript/Typescript applications
	+ Have strong fundamentals in test infrastructure and software design
	+ Experience working with a scalable test automation framework and continuous integration pipelines.
	+ Experience in conceptualizing and building test observability dashboards
	+ Energetic and enthusiastic with a bias for action and a track record of success in leading and delivering complex initiatives
	+ Hands\\-on experience with public Cloud infrastructure services (AWS, Azure, GCP)
	+ Excellent written and verbal communication skills  

  

**Nice to Have:**
* + Experienced in using modern JavaScript tooling, including yarn, NX, Webpack, Babel, ESLint, UI Test Automation frameworks, Chrome DevTools
	+ Experience with performance testing methodologies
	+ Experience building and maintaining reusable libraries for open\\-source or internal developers
	+ Bonus: Experienced with ephemeral test environments and containerization  

  

**Our Values**  

  

At Postman, we create with the same curiosity that we see in our users. We value transparency \\& honest communication about not only successes, but also failures. In our work, we focus on specific goals that add up to a larger vision. Our inclusive work culture ensures that everyone is valued equally as important pieces of our final product. We are dedicated to delivering the best products we can.


**What Else?**

We offer competitive salaries and benefits, and a flexible schedule working with a fun, collaborative team. Enjoy full medical coverage, unlimited PTO, and a monthly lunch stipend. Yes, seriously. We want you to eat well wherever you’re at.) Plus, our wellness program will help you stay healthy from your location with fitness\\-related reimbursements. Our frequent and fascinating virtual team\\-building events will keep you connected, while our donation\\-matching program can support the causes you care about. We’re building a long\\-term company with an inclusive culture where everyone can be the best version of themselves, and we want you to be part of it.


**This position requires you to be present in our Bangalore office on Mondays, Wednesdays \\& Fridays** Postman",Software Engineer - Test Infrastructure,
Flipped.ai,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009550445309,React Developer: N/A Flipped.ai,React Developer,
Oracle,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009550148972,Software Development Manager- OCI: N/A Oracle,Software Development Manager- OCI,
Ailoitte Technologies,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009550154101,Backend Developer: N/A Ailoitte Technologies,Backend Developer,
CGI,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009549456472,Pega Developer: N/A CGI,Pega Developer,
GITS Solutions,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009549284442,DevOps Engineer: N/A GITS Solutions,DevOps Engineer,
SAP,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009549732769,Developer: N/A SAP,Developer,
Wipro Limited,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009549375343,Developer: N/A Wipro Limited,Developer,
Namaste Credit,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009550622448,DevOps Engineer: N/A Namaste Credit,DevOps Engineer,
Draav Technologies Pvt Ltd,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009539275844,Java Backend Developer Contract: N/A Draav Technologies Pvt Ltd,Java Backend Developer Contract,
Winning Edge,N/A,https://www.glassdoor.co.in/job-listing/j?jl=1009538918847,Python ML Developer: N/A Winning Edge,Python ML Developer,
YASH Technologies,"Date: Nov 28, 2024
Job Requisition Id: 59440
Location:
Bangalore, KA, IN Indore, IN Pune, MH, IN Hyderabad, IN
YASH Technologies is a leading technology integrator specializing in helping clients reimagine operating models, enhance competitiveness, optimize costs, foster exceptional stakeholder experiences, and drive business transformation.

  


At YASH, we’re a cluster of the brightest stars working with cutting\\-edge technologies. Our purpose is anchored in a single truth – bringing real positive changes in an increasingly virtual world and it drives us beyond generational gaps and disruptions of the future.

  


**We are looking forward to hire Salesforce Professionals in the following areas :**

  


* + **Solution Architecture : Design scalable and robust solutions in SFMC that align with business flows and org goals.**
	+ **At least 5 years Salesforce CRM Architect Experience with an overall 10\\+ years Salesforce experience**
	+ **SFMC Development : Prior experience in development, able to provide best practices, governance to optimize campaigns, automations.**
	+ **DataCloud Management: Extensive experience in dealing with large volume data.**
	+ **SalesCloud Integration : Solid understanding of Sales and marketing integrations**
	+ **Web Development: Familiarity with web development**

At YASH, you are empowered to create a career that will take you to where you want to go while working in an inclusive team environment. We leverage career\\-oriented skilling models and optimize our collective intelligence aided with technology for continuous learning, unlearning, and relearning at a rapid pace and scale.

  


**Our Hyperlearning workplace is grounded upon four principles**


* Flexible work arrangements, Free spirit, and emotional positivity
* Agile self\\-determination, trust, transparency, and open collaboration
* All Support needed for the realization of business goals,
* Stable employment with a great atmosphere and ethical corporate culture",https://in.indeed.com/viewjob?jk=89dfc6ed10917393,"Solution Architect - Salesforce Marketing Cloud: Date: Nov 28, 2024
Job Requisition Id: 59440
Location:
Bangalore, KA, IN Indore, IN Pune, MH, IN Hyderabad, IN
YASH Technologies is a leading technology integrator specializing in helping clients reimagine operating models, enhance competitiveness, optimize costs, foster exceptional stakeholder experiences, and drive business transformation.

  


At YASH, we’re a cluster of the brightest stars working with cutting\\-edge technologies. Our purpose is anchored in a single truth – bringing real positive changes in an increasingly virtual world and it drives us beyond generational gaps and disruptions of the future.

  


**We are looking forward to hire Salesforce Professionals in the following areas :**

  


* + **Solution Architecture : Design scalable and robust solutions in SFMC that align with business flows and org goals.**
	+ **At least 5 years Salesforce CRM Architect Experience with an overall 10\\+ years Salesforce experience**
	+ **SFMC Development : Prior experience in development, able to provide best practices, governance to optimize campaigns, automations.**
	+ **DataCloud Management: Extensive experience in dealing with large volume data.**
	+ **SalesCloud Integration : Solid understanding of Sales and marketing integrations**
	+ **Web Development: Familiarity with web development**

At YASH, you are empowered to create a career that will take you to where you want to go while working in an inclusive team environment. We leverage career\\-oriented skilling models and optimize our collective intelligence aided with technology for continuous learning, unlearning, and relearning at a rapid pace and scale.

  


**Our Hyperlearning workplace is grounded upon four principles**


* Flexible work arrangements, Free spirit, and emotional positivity
* Agile self\\-determination, trust, transparency, and open collaboration
* All Support needed for the realization of business goals,
* Stable employment with a great atmosphere and ethical corporate culture YASH Technologies",Solution Architect - Salesforce Marketing Cloud,
United Airlines,"**Description**
---------------



United's Digital Technology team designs, develops, and maintains massively scaling technology solutions brought to life with innovative architectures, data analytics, and digital solutions.


**Our Values**: At United Airlines, we believe that inclusion propels innovation and is the foundation of all that we do. Our Shared Purpose: ""Connecting people. Uniting the world."" drives us to be the best airline for our employees, customers, and everyone we serve, and we can only do that with a truly diverse and inclusive workforce. Our team spans the globe and is made up of diverse individuals all working together with cutting\\-edge technology to build the best airline in the history of aviation.



With multiple employee\\-run ""Business Resource Group"" communities and world\\-class benefits like health insurance, parental leave, and space available travel, United is truly a one\\-of\\-a\\-kind place to work that will make you feel welcome and accepted. Come join our team and help us make a positive impact on the world.


**Job overview and responsibilities**



Exciting opportunity to be a part of a brand new best\\-in\\-class product \\& engineering team to create the world’s first travel media network from the world’s best and largest airline. You will be responsible for enhancing collaboration between development and operations teams by automating and streamlining the software delivery process. Key responsibilities include configuring and managing infrastructure, implementing continuous integration/continuous deployment (CI/CD) pipelines, and optimizing system performance. You will work to improve efficiency, enhance scalability, and ensure the reliability of systems through monitoring and proactive measures. Collaboration, scripting, and proficiency in tools for version control and automation are critical skills for success in this role.


* Translate product strategy and requirements into suitable, maintainable and scalable solution design according to existing architecture guardrails
* Collaborate with development and operations teams to understand project requirements and design effective DevOps solutions
* Implement and maintain CI/CD pipelines for automated software builds, testing, and deployment
* Manage and optimize cloud\\-based infrastructure to ensure scalability, security, and performance
* Implement and maintain monitoring and alerting systems for proactive issue resolution
* Work closely with cross\\-functional teams to troubleshoot and resolve infrastructure\\-related issues
* Automate repetitive tasks and processes to improve efficiency and reduce manual intervention

  

**This position is offered on local terms and conditions. Expatriate assignments and sponsorship for employment visas, even on a time\\-limited visa status, will not be awarded. This position is for United Airlines Business Services Pvt. Ltd \\- a wholly owned subsidiary of United Airlines Inc.**
**Qualifications**
------------------

**Required**


* Bachelor's degree in Computer Science, Engineering, or related field
* 2\\+ years hands\\-on industry experience in software development, ideally in an AdTech environment
* Experience as a DevOps Engineer or in a similar role
* Proficiency in scripting languages (e.g., Bash, Python) and configuration management tools
* Experience with containerization and orchestration tools (e.g., Docker, Kubernetes)
* Familiarity with cloud platforms such as AWS, Azure, or Google Cloud
* Knowledge of version control systems (e.g., Git) and CI/CD tools (e.g., Jenkins, GitLab CI)
* Infrastructure as code (IaC) principles (e.g., Terraform, Ansible)
* Must be legally authorized to work in India for any employer without sponsorship
* Must be fluent in English and Hindi (written and spoken)
* Successful completion of interview required to meet job qualification
* Reliable, punctual attendance is an essential function of the position


**Preferred**


* Knowledge of security best practices in a DevOps environment
* Experience with logging and monitoring tools (e.g., ELK stack, Prometheus)
* Strong problem\\-solving and communication skills
* Experience with Harness tools

  


Equal Opportunity Employer \\- Minorities/Women/Veterans/Disabled/LGBT",https://in.indeed.com/viewjob?jk=5f22121ea59f6b16,"Senior Engineer - DevOps: **Description**
---------------



United's Digital Technology team designs, develops, and maintains massively scaling technology solutions brought to life with innovative architectures, data analytics, and digital solutions.


**Our Values**: At United Airlines, we believe that inclusion propels innovation and is the foundation of all that we do. Our Shared Purpose: ""Connecting people. Uniting the world."" drives us to be the best airline for our employees, customers, and everyone we serve, and we can only do that with a truly diverse and inclusive workforce. Our team spans the globe and is made up of diverse individuals all working together with cutting\\-edge technology to build the best airline in the history of aviation.



With multiple employee\\-run ""Business Resource Group"" communities and world\\-class benefits like health insurance, parental leave, and space available travel, United is truly a one\\-of\\-a\\-kind place to work that will make you feel welcome and accepted. Come join our team and help us make a positive impact on the world.


**Job overview and responsibilities**



Exciting opportunity to be a part of a brand new best\\-in\\-class product \\& engineering team to create the world’s first travel media network from the world’s best and largest airline. You will be responsible for enhancing collaboration between development and operations teams by automating and streamlining the software delivery process. Key responsibilities include configuring and managing infrastructure, implementing continuous integration/continuous deployment (CI/CD) pipelines, and optimizing system performance. You will work to improve efficiency, enhance scalability, and ensure the reliability of systems through monitoring and proactive measures. Collaboration, scripting, and proficiency in tools for version control and automation are critical skills for success in this role.


* Translate product strategy and requirements into suitable, maintainable and scalable solution design according to existing architecture guardrails
* Collaborate with development and operations teams to understand project requirements and design effective DevOps solutions
* Implement and maintain CI/CD pipelines for automated software builds, testing, and deployment
* Manage and optimize cloud\\-based infrastructure to ensure scalability, security, and performance
* Implement and maintain monitoring and alerting systems for proactive issue resolution
* Work closely with cross\\-functional teams to troubleshoot and resolve infrastructure\\-related issues
* Automate repetitive tasks and processes to improve efficiency and reduce manual intervention

  

**This position is offered on local terms and conditions. Expatriate assignments and sponsorship for employment visas, even on a time\\-limited visa status, will not be awarded. This position is for United Airlines Business Services Pvt. Ltd \\- a wholly owned subsidiary of United Airlines Inc.**
**Qualifications**
------------------

**Required**


* Bachelor's degree in Computer Science, Engineering, or related field
* 2\\+ years hands\\-on industry experience in software development, ideally in an AdTech environment
* Experience as a DevOps Engineer or in a similar role
* Proficiency in scripting languages (e.g., Bash, Python) and configuration management tools
* Experience with containerization and orchestration tools (e.g., Docker, Kubernetes)
* Familiarity with cloud platforms such as AWS, Azure, or Google Cloud
* Knowledge of version control systems (e.g., Git) and CI/CD tools (e.g., Jenkins, GitLab CI)
* Infrastructure as code (IaC) principles (e.g., Terraform, Ansible)
* Must be legally authorized to work in India for any employer without sponsorship
* Must be fluent in English and Hindi (written and spoken)
* Successful completion of interview required to meet job qualification
* Reliable, punctual attendance is an essential function of the position


**Preferred**


* Knowledge of security best practices in a DevOps environment
* Experience with logging and monitoring tools (e.g., ELK stack, Prometheus)
* Strong problem\\-solving and communication skills
* Experience with Harness tools

  


Equal Opportunity Employer \\- Minorities/Women/Veterans/Disabled/LGBT United Airlines",Senior Engineer - DevOps,
